gender,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,traveltime,studytime,failures,schoolsup,famsup,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
Male,17,Urban,<=3,T,4,4,teacher,other,reputation,1,2,0,no,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0,13,11,10
Female,16,Urban,>3,T,1,3,at_home,services,home,1,2,3,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,8,7,0
Female,16,Urban,<=3,T,3,3,other,other,reputation,2,2,0,no,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,4,10,11,9
Male,17,Urban,<=3,T,4,3,teacher,other,course,2,2,0,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,4,10,9,9
Female,16,Urban,>3,T,2,2,services,other,reputation,2,2,0,no,no,yes,no,yes,yes,no,3,4,4,1,4,5,2,13,13,11
Male,17,Urban,>3,T,3,3,other,other,reputation,1,2,0,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,6,5,6
Male,16,Rural,>3,T,4,2,teacher,services,other,1,1,0,no,yes,yes,yes,yes,yes,yes,4,3,3,3,4,3,10,10,8,9
Male,17,Urban,>3,T,4,3,other,other,course,1,2,0,no,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,10,10,11
Male,16,Urban,>3,T,4,3,teacher,other,home,1,2,0,no,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,10,9,8,8
Male,16,Urban,>3,T,3,3,services,other,home,1,2,0,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,2,12,13,12
Female,17,Urban,>3,T,2,4,services,services,reputation,1,2,0,no,yes,yes,yes,yes,no,no,5,4,2,2,3,5,0,16,17,17
Female,17,Urban,<=3,T,3,3,other,other,reputation,1,2,0,no,yes,yes,yes,yes,yes,yes,5,3,3,2,3,1,56,9,9,8
Female,16,Urban,>3,T,3,2,other,other,reputation,1,2,0,no,yes,no,yes,yes,yes,no,1,2,2,1,2,1,14,12,13,12
Male,17,Urban,>3,T,3,3,services,services,other,1,2,0,no,yes,yes,yes,yes,yes,yes,4,3,4,2,3,4,12,12,12,11
Male,16,Urban,>3,T,1,2,services,services,other,1,1,0,no,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,11,12,11
Male,16,Urban,<=3,T,2,1,other,other,course,1,2,0,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,15,15,15
Female,17,Urban,>3,A,3,3,health,other,reputation,1,2,0,no,yes,no,no,yes,yes,yes,3,3,3,1,3,3,6,8,7,9
Male,17,Rural,>3,T,1,2,at_home,other,home,1,2,0,no,no,no,yes,yes,no,no,3,1,3,1,5,3,4,8,9,10
Female,16,Urban,>3,T,2,3,services,services,course,1,2,0,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,10,11,12,13
Female,17,Urban,>3,T,1,1,at_home,services,course,1,2,0,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,8,8,9
Male,17,Urban,>3,T,1,2,at_home,services,other,2,2,0,no,no,yes,no,yes,yes,no,4,4,4,4,5,5,12,7,8,8
Male,16,Rural,>3,T,3,3,services,services,reputation,1,1,0,no,yes,yes,yes,yes,yes,no,4,3,2,3,4,5,8,8,9,10
Male,16,Urban,>3,T,2,3,other,other,home,2,1,0,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,14,14
Female,17,Urban,<=3,T,2,4,services,services,course,1,2,0,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,14,15,15
Male,17,Urban,>3,T,4,4,services,teacher,home,1,1,0,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,17,15,16
Male,16,Rural,<=3,T,3,3,teacher,other,home,3,1,0,no,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,8,9,9,10
Female,17,Urban,>3,T,4,4,services,teacher,home,2,1,1,no,yes,no,yes,yes,yes,no,4,2,4,2,3,2,24,18,18,18
Female,16,Urban,<=3,T,4,4,teacher,teacher,reputation,1,2,0,no,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0,9,9,10
Female,16,Urban,>3,T,4,3,health,other,home,1,2,0,no,yes,yes,yes,yes,yes,no,4,3,5,1,5,2,2,16,16,16
Female,16,Urban,>3,T,2,3,other,other,reputation,1,2,0,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,6,8,10,10
Female,17,Urban,>3,T,1,1,other,other,course,1,2,0,no,yes,no,no,yes,no,no,4,4,4,1,3,1,4,9,9,10
Female,17,Rural,>3,T,2,2,other,other,reputation,1,1,0,no,yes,no,yes,yes,yes,no,5,3,2,1,2,3,18,7,6,6
Female,16,Rural,>3,T,2,2,services,services,reputation,2,4,0,no,yes,yes,no,yes,yes,no,5,3,5,1,1,5,6,10,10,11
Female,17,Urban,>3,T,3,4,at_home,services,home,1,3,1,no,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,28,10,9,9
Female,16,Urban,>3,A,3,1,services,other,course,1,2,3,no,yes,no,yes,yes,yes,no,2,3,3,2,2,4,5,7,7,7
Female,16,Urban,>3,T,4,3,teacher,other,other,1,2,0,no,no,yes,yes,yes,yes,yes,1,3,2,1,1,1,10,11,12,13
Female,16,Urban,>3,T,1,1,at_home,other,home,2,1,0,no,yes,no,yes,yes,no,no,4,3,2,1,4,5,6,9,9,10
Female,17,Rural,>3,T,4,3,teacher,other,reputation,2,3,0,no,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,6,7,7,7
Female,19,Urban,>3,T,3,3,other,other,reputation,1,4,0,no,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,10,8,8,8
Male,17,Urban,<=3,T,4,4,services,other,home,1,2,0,no,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,13,12,12,13
Female,16,Urban,>3,A,2,2,other,other,reputation,1,2,0,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,12,13,14
Male,18,Urban,>3,T,2,2,services,other,home,1,2,1,no,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,15,6,7,8
Female,17,Rural,<=3,T,4,4,services,other,other,1,1,0,no,yes,no,yes,yes,no,no,5,2,1,1,2,3,12,8,10,10
Female,17,Urban,<=3,T,3,2,other,other,reputation,2,2,0,no,no,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,15,15
Female,17,Urban,>3,T,4,3,other,other,reputation,1,2,2,no,no,no,yes,yes,yes,yes,3,4,5,2,4,1,22,6,6,4
Male,18,Urban,<=3,T,3,3,services,health,home,1,2,1,no,yes,no,yes,yes,yes,no,3,2,4,2,4,4,13,6,6,8
Female,17,Urban,>3,T,2,3,at_home,other,home,2,1,0,no,yes,no,yes,yes,no,no,3,3,3,1,4,3,3,7,7,8
Female,17,Urban,>3,T,2,2,at_home,at_home,course,1,3,0,no,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,4,9,10,10
Female,17,Rural,>3,T,2,1,at_home,services,reputation,2,2,0,no,yes,yes,yes,yes,yes,no,4,2,5,1,2,5,2,6,6,6
Female,17,Urban,>3,T,1,1,at_home,other,reputation,1,3,1,no,yes,yes,yes,yes,no,yes,4,3,4,1,1,5,0,6,5,0
Female,16,Urban,>3,T,2,3,services,teacher,other,1,2,0,yes,no,no,yes,yes,yes,no,2,3,1,1,1,3,2,16,16,17
Male,18,Urban,>3,T,2,2,other,other,home,2,2,0,no,yes,no,yes,yes,yes,no,3,3,3,5,5,4,0,12,13,13
Female,16,Urban,>3,T,4,4,teacher,services,home,1,3,0,no,yes,yes,no,yes,yes,no,5,3,2,1,1,5,0,13,13,14
Female,18,Rural,>3,T,3,1,other,other,reputation,1,2,1,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,16,9,8,7
Female,17,Urban,>3,T,3,2,other,other,course,1,2,0,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,10,16,15,15
Male,17,Urban,<=3,T,2,3,services,services,reputation,1,2,0,no,yes,no,no,yes,yes,no,5,3,3,1,3,3,2,12,11,12
Male,18,Urban,<=3,T,2,1,at_home,other,course,4,2,0,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,14,10,8,9
Female,17,Urban,>3,A,2,1,other,other,course,2,3,0,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,10,12,10,12
Female,17,Urban,<=3,T,4,3,health,other,reputation,1,2,0,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,14,13,13,14
Male,17,Rural,>3,T,2,2,other,other,course,2,2,0,no,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,4,11,11,11
Male,17,Urban,>3,T,4,4,teacher,teacher,reputation,1,2,0,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,14,11,9,9
Male,16,Urban,>3,T,4,4,health,other,reputation,1,2,0,no,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,2,14,13,13
Male,16,Urban,<=3,T,1,1,other,other,home,2,2,0,no,yes,no,yes,yes,yes,no,3,4,2,1,1,5,18,9,7,6
Male,16,Urban,>3,T,3,2,at_home,other,reputation,2,3,0,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,10,11,9,10
Male,17,Urban,<=3,T,2,2,other,other,home,1,2,0,no,no,yes,no,yes,yes,yes,4,4,2,5,5,4,4,14,13,13
Female,16,Urban,>3,T,2,1,other,other,home,1,1,0,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,20,13,12,12
Female,17,Rural,>3,T,2,1,at_home,services,course,3,2,0,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,11,11
Male,18,Urban,>3,T,2,2,other,services,reputation,1,2,1,no,no,no,yes,no,yes,no,5,5,4,3,5,2,0,7,7,0
Male,17,Urban,<=3,T,4,3,health,other,course,2,2,0,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,14,12,12,12
Male,17,Rural,<=3,A,4,4,teacher,other,course,2,2,0,no,yes,no,yes,yes,yes,no,3,3,3,2,3,4,2,10,11,12
Male,16,Urban,<=3,T,4,3,teacher,other,course,1,1,0,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0,6,0,0
Male,16,Urban,>3,T,4,4,services,services,course,1,1,0,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,13,12,12
Female,18,Urban,>3,T,2,1,other,other,course,2,3,0,no,yes,no,no,yes,yes,yes,4,4,4,1,1,3,0,7,0,0
Male,16,Urban,>3,T,2,1,other,other,course,3,1,0,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,6,18,18,18
Male,17,Urban,>3,T,2,3,other,other,course,2,1,0,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,4,12,12,13
Male,22,Urban,>3,T,3,1,services,services,other,1,1,3,no,no,no,no,no,yes,yes,5,4,5,5,5,1,16,6,8,8
Male,18,Rural,<=3,T,3,3,other,services,course,1,2,1,no,yes,no,yes,yes,yes,yes,4,3,3,1,3,5,8,3,5,5
Male,16,Urban,>3,T,0,2,other,other,other,1,1,0,no,no,no,no,yes,yes,no,4,3,2,2,4,5,0,13,15,15
Male,18,Urban,>3,T,3,2,services,other,course,2,1,1,no,no,no,yes,no,yes,no,4,4,5,2,4,5,0,6,8,8
Male,16,Urban,>3,T,3,3,at_home,other,reputation,3,2,0,yes,yes,no,no,yes,yes,no,5,3,3,1,3,2,6,7,10,10
Male,18,Urban,>3,T,2,1,services,services,other,1,1,1,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,6,9,8
Male,16,Rural,>3,T,2,1,other,other,course,2,1,0,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0,8,9,8
Male,17,Rural,>3,T,2,1,other,other,course,1,1,0,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,8,12,12
Male,17,Urban,<=3,T,1,1,health,other,course,2,1,1,no,yes,yes,yes,yes,yes,no,4,4,4,1,2,5,2,7,9,8
Female,17,Urban,<=3,T,4,2,teacher,services,reputation,1,4,0,no,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6,14,12,13
Male,19,Urban,<=3,A,4,3,services,at_home,reputation,1,2,0,no,yes,no,yes,yes,yes,no,4,3,1,1,1,1,12,11,11,11
Male,18,Urban,>3,T,2,1,other,other,home,1,2,0,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,15,14,14
Female,17,Urban,<=3,T,2,2,services,services,course,1,4,0,no,no,yes,yes,yes,yes,yes,3,4,1,1,1,2,0,10,9,0
Female,18,Urban,>3,T,4,3,services,other,home,1,2,0,no,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,21,17,18,18
Male,18,Urban,>3,T,4,3,teacher,other,course,1,2,0,no,yes,no,no,yes,yes,no,4,3,2,1,1,3,2,8,8,8
Male,18,Rural,>3,T,3,2,other,other,course,1,3,0,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1,13,12,12
Female,17,Urban,>3,T,3,3,other,other,home,1,3,0,no,no,yes,no,yes,no,no,3,2,3,1,1,4,4,10,9,9
Female,18,Urban,>3,T,2,2,at_home,services,home,1,3,0,no,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,9,10,0
Male,18,Rural,<=3,A,3,4,other,other,reputation,2,2,0,no,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,13,17,17,17
Male,17,Urban,>3,T,3,1,services,other,other,1,2,0,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,2,9,9,10
Female,18,Rural,>3,T,4,4,teacher,other,reputation,2,2,0,no,no,yes,yes,yes,yes,no,4,3,4,2,2,4,8,12,10,11
Male,18,Urban,>3,T,4,2,health,other,reputation,1,2,0,no,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,10,10,9,10
Female,18,Rural,>3,T,2,1,other,other,reputation,2,2,0,no,yes,no,yes,no,yes,yes,4,3,5,1,2,3,0,6,0,0
Female,19,Urban,>3,T,3,3,other,services,home,1,2,2,no,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,15,9,9,9
Female,18,Urban,>3,T,2,3,other,services,reputation,1,4,0,no,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,15,14,14
Female,18,Urban,<=3,T,1,1,other,other,home,2,2,0,no,yes,no,no,yes,no,no,4,4,3,1,1,3,2,11,11,11
Male,17,Rural,>3,T,1,2,at_home,at_home,home,1,2,0,no,yes,yes,no,yes,no,yes,3,5,2,2,2,1,2,15,14,14
Female,17,Urban,>3,T,2,4,at_home,health,reputation,2,2,0,no,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,2,10,10,10
Female,17,Urban,<=3,T,2,2,services,other,course,2,2,0,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12
Female,18,Rural,>3,A,3,2,other,services,home,2,2,0,no,no,no,no,no,yes,yes,4,1,1,1,1,5,75,10,9,9
Male,18,Urban,>3,T,4,4,teacher,services,home,2,1,0,no,no,yes,yes,yes,yes,no,3,2,4,1,4,3,22,9,9,9
Female,18,Urban,>3,T,4,4,health,health,reputation,1,2,1,yes,yes,yes,yes,yes,yes,yes,2,4,4,1,1,4,15,9,8,8
Male,18,Urban,<=3,T,4,3,teacher,services,course,2,1,0,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,8,10,11,10
Male,17,Urban,<=3,A,4,1,services,other,home,2,1,0,no,no,yes,yes,yes,yes,yes,4,5,4,2,4,5,30,8,8,8
Male,17,Urban,<=3,A,3,2,teacher,services,home,1,1,1,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,19,11,9,10
Female,18,Rural,<=3,T,1,1,at_home,other,reputation,2,4,0,no,yes,yes,yes,yes,no,no,5,2,2,1,1,3,1,12,12,12
Female,18,Urban,>3,T,1,1,other,other,home,2,2,0,yes,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4,8,9,10
Female,17,Urban,>3,T,2,2,other,other,course,1,2,0,no,yes,no,no,yes,yes,no,5,4,5,1,2,5,4,10,9,11
Male,17,Urban,>3,T,1,1,other,other,reputation,1,2,0,no,no,no,no,yes,yes,no,4,3,3,1,2,4,2,12,10,11
Female,18,Urban,>3,T,2,2,at_home,at_home,other,1,3,0,no,yes,no,yes,yes,yes,no,4,3,3,1,2,2,5,18,18,19
Female,17,Urban,>3,T,1,1,services,teacher,reputation,1,3,0,no,yes,no,yes,yes,yes,no,4,3,3,1,1,3,6,13,12,12
Male,18,Urban,>3,T,2,1,services,services,reputation,1,3,0,no,no,yes,yes,yes,yes,no,4,2,4,1,3,2,6,15,14,14
Male,18,Urban,<=3,A,4,4,teacher,teacher,reputation,1,2,0,no,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,9,15,13,15
Male,18,Urban,>3,T,4,2,teacher,other,home,1,2,0,no,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,11,12,11,11
Female,17,Urban,>3,T,4,3,health,services,reputation,1,3,0,no,yes,no,yes,yes,yes,no,4,2,2,1,2,3,0,15,15,15
Female,18,Urban,<=3,T,2,1,services,at_home,reputation,1,2,1,no,no,no,yes,yes,yes,yes,5,4,3,1,1,5,12,12,12,13
Female,17,Rural,<=3,T,3,1,services,other,reputation,2,4,0,no,yes,no,yes,yes,no,no,3,1,2,1,1,3,6,18,18,18
Male,18,Rural,<=3,T,3,2,services,other,reputation,2,3,0,no,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,8,14,13,14
Male,17,Urban,>3,T,3,3,health,other,home,1,1,0,no,yes,no,yes,yes,yes,no,4,4,3,1,3,5,4,14,12,11
Female,19,Urban,>3,T,4,4,health,other,reputation,2,2,0,no,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,0,10,9,0
Female,18,Urban,<=3,T,4,3,other,other,home,2,2,0,no,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,10,10,8,8
Female,18,Urban,>3,T,4,3,other,other,reputation,1,4,0,no,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,14,13,14
Male,18,Urban,<=3,T,4,4,teacher,teacher,home,1,1,0,no,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,5,16,15,16
Female,18,Urban,<=3,A,4,4,health,other,home,1,2,0,no,yes,no,yes,yes,yes,yes,4,2,4,1,1,4,14,12,10,11
Male,17,Urban,<=3,T,4,4,other,teacher,home,2,1,0,no,no,no,yes,yes,yes,no,4,1,1,2,2,5,0,11,11,10
Female,17,Urban,>3,T,4,2,other,other,reputation,2,3,0,no,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,15,12,14
Female,17,Urban,>3,T,3,2,health,health,reputation,1,4,0,no,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0,17,17,18
Male,19,Urban,>3,T,3,3,other,other,home,1,2,1,no,yes,yes,yes,yes,yes,yes,4,4,4,1,1,3,20,15,14,13
Female,18,Urban,>3,T,2,4,services,at_home,reputation,1,2,1,no,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,8,14,12,12
Male,20,Urban,>3,A,3,2,services,other,course,1,1,0,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,17,18,18
Male,19,Urban,>3,T,4,4,teacher,services,reputation,2,1,1,no,yes,no,yes,yes,yes,yes,4,3,4,1,1,4,38,8,9,8
Male,19,Rural,>3,T,3,3,other,services,reputation,1,2,1,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,15,12,12
Female,19,Urban,<=3,T,1,1,at_home,other,reputation,1,2,1,yes,yes,yes,no,yes,yes,no,4,4,3,1,3,3,18,12,10,10
Female,19,Urban,<=3,T,1,2,services,services,home,1,2,1,no,no,yes,no,yes,no,yes,4,2,4,2,2,3,0,9,9,0
Female,19,Urban,>3,T,2,1,at_home,other,other,3,2,0,no,yes,no,yes,no,yes,yes,3,4,1,1,1,2,20,14,12,13
Male,19,Urban,>3,T,1,2,other,services,course,1,2,1,no,no,no,no,yes,yes,no,4,5,2,2,2,4,3,13,11,11
Female,19,Urban,<=3,T,3,2,services,other,reputation,2,2,1,no,yes,no,no,yes,yes,yes,4,2,2,1,2,1,22,13,10,11
Female,19,Urban,>3,T,1,1,at_home,health,home,1,3,2,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,14,15,13,13
Female,19,Rural,>3,T,2,3,other,other,reputation,1,3,1,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,40,13,11,11
Female,18,Urban,>3,T,2,1,services,other,course,2,2,0,no,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0,8,8,0
Female,18,Urban,>3,T,4,3,other,other,course,1,3,0,no,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,9,9,10,9
Female,17,Rural,>3,T,3,4,at_home,services,course,1,3,0,no,yes,yes,no,yes,yes,no,4,3,4,2,5,5,0,11,11,10
Female,18,Urban,>3,T,4,4,teacher,other,course,1,2,0,no,yes,no,yes,yes,yes,no,4,4,4,3,3,5,2,11,11,11
Female,17,Urban,>3,A,4,3,services,services,course,1,2,0,no,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,23,13,13,13
Female,17,Urban,>3,T,2,2,other,other,course,1,2,0,no,yes,no,yes,yes,no,yes,4,2,2,1,1,3,12,11,9,9
Female,17,Rural,<=3,T,2,2,services,services,course,1,3,0,no,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,3,11,11,11
Female,17,Urban,>3,T,3,1,services,services,course,1,3,0,no,yes,no,no,yes,yes,no,3,4,3,2,3,5,1,12,14,15
Female,17,Urban,<=3,T,0,2,at_home,at_home,home,2,3,0,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,16,15,15
Male,18,Urban,>3,T,4,4,other,other,course,1,3,0,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,3,9,12,11
Male,17,Urban,>3,T,3,3,other,services,reputation,1,1,0,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,3,14,15,16
Male,17,Rural,>3,T,2,2,services,other,course,4,1,0,no,yes,no,yes,yes,yes,no,4,4,5,5,5,4,8,11,10,10
Female,17,Urban,>3,T,4,4,teacher,services,course,1,3,0,no,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9
Female,17,Urban,>3,T,4,4,teacher,teacher,course,2,3,0,no,yes,no,no,yes,yes,yes,4,3,3,1,2,4,4,14,14,14
Male,18,Urban,<=3,T,2,2,other,other,course,1,4,0,no,yes,yes,yes,yes,yes,no,4,5,5,2,4,5,2,9,8,8
Female,17,Rural,>3,T,2,4,at_home,other,course,1,3,0,no,yes,no,yes,yes,yes,yes,4,4,3,1,1,5,7,12,14,14
Female,18,Urban,>3,T,3,3,services,services,home,1,2,0,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,0,7,0,0
Female,18,Urban,<=3,T,2,2,other,other,home,1,2,0,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,8,8,0
Female,18,Rural,>3,T,2,2,at_home,other,course,2,4,0,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0,10,9,0
Female,17,Urban,>3,T,3,4,services,other,course,1,3,0,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,16,16,15,15
Female,19,Rural,>3,A,3,1,services,at_home,home,1,3,1,no,no,no,yes,yes,no,no,5,4,3,1,2,5,12,14,13,13
Female,17,Urban,>3,T,3,2,other,other,home,1,2,0,no,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,0,7,8,0
Female,18,Urban,<=3,T,3,3,services,services,home,1,4,0,no,yes,no,yes,yes,yes,no,5,3,3,1,1,1,7,16,15,17
Female,17,Rural,>3,A,3,2,other,other,home,1,2,0,no,yes,no,yes,yes,yes,no,4,3,3,2,3,2,4,9,10,10
Female,19,Urban,>3,T,2,1,services,services,home,1,3,1,no,no,yes,yes,yes,yes,yes,4,3,4,1,3,3,4,11,12,11
Male,18,Urban,>3,T,4,4,teacher,services,home,1,2,1,no,yes,yes,yes,yes,yes,no,4,3,3,2,2,2,0,10,10,0
Male,18,Urban,<=3,T,3,4,services,other,home,1,2,0,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,11,16,15,15
Female,17,Urban,>3,A,2,2,at_home,at_home,home,1,2,1,no,yes,no,yes,yes,yes,yes,3,3,1,1,2,4,0,9,8,0
Female,18,Urban,>3,T,2,3,at_home,other,course,1,3,0,no,yes,no,yes,yes,yes,no,4,3,3,1,2,3,4,11,10,10
Female,18,Urban,>3,T,3,2,other,services,other,1,3,0,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,7,13,13,14
Male,18,Rural,>3,T,4,3,teacher,services,course,1,3,0,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,9,16,15,16
Male,18,Urban,>3,T,4,3,teacher,other,course,1,3,0,no,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,0,10,10,9
Female,17,Urban,>3,T,4,3,health,other,reputation,1,3,0,no,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,13,15,15
